245
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,Volumes,Volumes_2,Volumes_3
1,0.1412558,0.12598881,0.40199807,-0.84354043,0.34432241,0.090990186,4.7339177,1.8924679,3.1285462,32.612514,4.6067066,4.1088119,52.00893,58.30357,29.285715,11.866879,0.70307374,2.4133208,2.9552248,0,56,9,0.0044375267,1,1,875,875,875
2,0.72873002,0.54985636,-0.57357031,-0.69191623,0.24819742,0.36147901,3.2483354,2.0621686,5.9625735,10.108518,7.3663807,5.5582328,39.030613,4.515306,38.367348,14.300432,0.27695823,2.2337682,4.8028531,0,98,13,0.53752124,1,1,1531.25,1531.25,1531.25
3,0.80852848,0.14680791,0.90152019,-0.088962175,-0.37961763,0.18771647,1.5034528,0.014439552,1.0243976,31.361313,25.356516,4.6040888,47.819149,20.305851,40.093086,17.768867,4.1547985,2.2669954,4.351522,0,188,23,0.00025781317,1,1,2937.5,2937.5,2937.5
4,0.76141816,0.60383034,0.5941487,0.26826903,0.00095307326,0.75829953,1.1259999,1.476084,0.45601553,10.414799,7.9300175,6.2887716,51.290321,40.927418,49.475807,15.467296,2.1620684,1.7596296,0.49751976,0,124,17,0.56015855,1,0,1937.5,1937.5,1937.5
5,0.89534444,0.71008176,0.10632183,-0.070567757,-0.93765503,0.32329372,4.7367105,0.65747774,4.7795539,6.7037163,6.0021353,4.7601867,58.052326,13.343023,17.063953,10.866673,5.9094191,1.0624324,4.7150412,0,43,11,0.41188106,1,0,671.875,671.875,671.875
6,0.62175661,0.47939399,0.28661335,-0.12818876,0.53331703,0.78548926,0.57714331,2.5285127,0.554573,10.867412,6.7568851,5.2097716,39.389534,9.3313951,54.505814,13.691152,3.1458948,1.1628672,4.1098661,0,86,17,0.41466019,1,0,1343.75,1343.75,1343.75
7,0.9220165,0.89882296,-0.164875,-0.80962163,-0.55739313,0.081497848,4.5524511,1.68931,4.4263825,8.2682123,7.6234279,7.4316592,45.810184,5.7870369,65,14.771176,2.7955115,1.9447964,0.055713635,0,108,14,0.47047588,1,1,1687.5,1687.5,1687.5
8,0.89726561,0.72826958,0.25279289,0.47116762,-0.8355248,0.12647168,0.8667143,2.0148091,5.9166341,7.7026043,6.9112816,5.6095724,60.14706,13.823529,39.52206,12.660284,5.0342102,0.8632465,4.6266603,0,68,12,0.44215223,1,0,1062.5,1062.5,1062.5
9,0.87785709,0.63425833,0.23816203,-0.60551089,-0.69965303,0.29516274,4.1998281,2.2280955,2.1466608,7.1870432,6.3091965,4.5584421,39.054878,14.72561,29.237804,10.695517,4.8009515,2.7175932,2.070122,0,41,11,0.22175446,1,0,640.625,640.625,640.625
10,0.6112389,0.5140295,-0.79877985,-0.15209818,-0.2783547,0.51120985,4.4389658,0.83701748,5.6475692,5.4002562,3.3008466,2.7758911,16.75,4,57.25,6.6825233,0.68677282,1.8990245,0.31045154,0,10,4,0.24347062,1,1,156.25,156.25,156.25
11,0.73117113,0.51532644,0.68390012,-0.068526104,0.070814557,0.72289014,0.68153352,1.4331893,0.31999117,8.9326248,6.5312777,4.6032176,30.471312,44.651638,28.545082,12.21004,1.1565462,0.82968038,5.2624469,0,61,12,0.43662879,1,0,953.125,953.125,953.125
12,0.8156932,0.54682744,-0.40684244,0.20287675,0.85255229,0.25782704,0.9110077,2.2928526,0.2626726,8.6498537,7.0556273,4.7299771,59.023438,47.96875,20.039063,12.40701,1.1378039,2.3585367,0.3725743,0,64,15,0.3868472,1,0,1000,1000,1000
13,0.17609848,0.12292652,0.89180058,-0.30266315,0.30148548,0.14897385,1.540085,1.5643387,1.5934438,34.489464,6.0735421,4.2396698,50.228493,39.314518,15.201612,14.052971,1.7025527,2.4556568,2.3569257,0,93,14,0.0090942662,1,1,1453.125,1453.125,1453.125
14,0.95531279,0.58290732,0.41649544,0.2709766,0.27862671,0.82187003,0.47563979,2.2799392,5.2861094,8.4494238,8.0718422,4.9252305,43.344593,43.75,8.2432432,13.022201,4.5230684,0.61091775,2.4458141,0,74,13,0.37469986,1,0,1156.25,1156.25,1156.25
15,0.77401787,0.65127444,0.1573582,-0.33595788,-0.077989846,0.92535847,6.1509051,1.1476094,1.549861,8.0948,6.2655196,5.2719364,16.291666,13.833333,5.9166665,12.142951,2.092917,0.76013732,4.3584323,0,60,8,0.41090962,1,1,937.5,937.5,937.5
16,0.8323071,0.68087971,-0.66364563,-0.43501019,0.42036983,0.44003382,1.1942394,2.0429196,5.1552401,8.120738,6.7589478,5.5292459,39.92857,59.642857,51.535713,12.783208,5.1027708,1.5818225,0.7879771,0,70,11,0.47145995,1,0,1093.75,1093.75,1093.75
