239
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,Volumes,Volumes_2,Volumes_3
1,0.67781818,0.61110973,0.035910152,-0.26235056,-0.067156993,0.96196288,3.0011737,2.9535255,0.43966439,8.8821192,6.020462,5.4279499,42.613636,43.295456,33.75,12.534926,5.9717288,2.5603871,2.8939962,0,66,16,0.4390012,1,0,1031.25,1031.25,1031.25
2,0.1551204,0.112673,-0.80390942,-0.43903288,-0.39101389,0.08993268,6.118257,0.22561212,0.15463001,38.033882,5.8998313,4.2853918,17.924757,42.245144,58.094662,14.539615,1.8445904,2.3158898,0.844868,0,103,12,0.010182111,1,1,1609.375,1609.375,1609.375
3,0.93648171,0.60459572,-0.030561276,-0.56086153,0.82729727,0.0089196861,3.7844048,1.9085844,2.0755055,11.310878,10.59243,6.8385081,47.891415,10.30303,24.292929,18.078493,6.2395306,1.1928627,3.20681,0,198,20,0.59527338,1,1,3093.75,3093.75,3093.75
4,0.85248244,0.72437745,0.80660439,0.43370733,0.28928477,0.27857083,2.804162,0.35590288,0.62888658,9.8524332,8.3990269,7.1368809,64.0625,22.169117,41.066177,15.950959,2.8306766,2.315053,1.8439823,0,136,14,0.46767804,1,1,2125,2125,2125
5,0.45011368,0.4032701,0.8920458,0.24622113,-0.25191751,0.28313786,5.6614423,0.53474796,2.3837512,12.670019,5.702949,5.1094398,59.212963,49.398148,28.966049,13.420504,4.13802,2.3641946,3.5993943,0,81,15,0.3671405,1,1,1265.625,1265.625,1265.625
6,0.85420609,0.82870865,0.07941322,-0.36288592,-0.34446788,0.86217701,4.2458081,1.1375103,5.5060725,9.369751,8.0036974,7.7647934,40.239361,32.38475,54.547871,16.144089,3.4968281,1.3652951,3.7809281,0,141,15,0.60118711,1,0,2203.125,2203.125,2203.125
7,0.78203976,0.65608364,-0.75219965,0.14945371,0.57733345,0.28025943,5.3500447,1.0667427,4.6732478,8.6649504,6.7763357,5.6849318,43.685898,48.75,45.96154,13.25273,0.29260439,1.257961,3.2513545,0,78,14,0.50315154,1,0,1218.75,1218.75,1218.75
8,0.18314172,0.12196632,0.28222314,-0.095374584,-0.03382181,0.95399678,3.20384,3.0475147,3.0922129,36.529129,6.6900072,4.4553237,16.542969,33.964844,12.617188,15.631854,2.8511393,0.6049903,3.5029216,0,128,16,0.016217288,1,1,2000,2000,2000
9,0.74094427,0.19395727,-0.22445369,0.69420731,0.67293513,0.12188148,1.7465777,0.043671213,1.7554036,27.649498,20.486736,5.3628211,52.296875,11.984375,61.921875,16.838903,3.6334846,1.6354477,6.1496472,0,160,19,0.00029274623,1,1,2500,2500,2500
10,0.62818408,0.53361326,-0.04623539,0.46087223,0.31341738,0.82899255,0.20370574,0.70191467,2.178597,9.9233732,6.233705,5.2952437,8.6486483,36.959461,62.804054,13.022201,4.4509163,0.96317255,1.1093497,0,74,13,0.42496955,1,1,1156.25,1156.25,1156.25
