248
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,Volumes,Volumes_2,Volumes_3
1,0.60482407,0.46996173,0.57926178,0.32282561,-0.64871132,0.37338045,3.8841028,1.0837182,6.036314,8.0420895,4.8640494,3.7794745,47.689392,42.840908,56.780304,9.9489775,0.9525038,2.1575727,1.1708361,0,33,8,0.4001615,1,0,515.625,515.625,515.625
2,0.59838855,0.40915546,-0.55285984,0.42638603,-0.37963066,0.60697746,4.1984091,1.6217418,0.85505623,9.5352087,5.70576,3.9013829,63.698978,29.668367,30.025511,11.350261,0.0060587106,1.4034688,5.1714792,0,49,9,0.47350651,1,0,765.625,765.625,765.625
3,0.71261662,0.58064401,0.38602462,0.3134467,0.44881752,0.74249506,5.583714,0.70748085,5.3670187,9.8639574,7.0292201,5.7274475,24.039474,4.8552632,18.960526,14.152995,3.2798984,1.0408671,1.9158843,0,95,12,0.56581932,1,1,1484.375,1484.375,1484.375
4,0.89376819,0.63470858,-0.37336817,0.50115329,-0.21671714,0.74998355,1.4077674,2.2932153,4.9402075,8.2998114,7.418107,5.2679615,53.190788,41.677631,28.322369,13.138476,4.3403625,1.3441963,1.9175909,0,76,12,0.5101586,1,0,1187.5,1187.5,1187.5
5,0.77977538,0.63256162,0.20955515,-0.078609496,0.96059173,0.16483554,4.6008234,0.55229014,5.4329782,10.742387,8.3766489,6.7952218,48.800674,8.5979729,40.25338,16.406944,1.3818583,0.45145249,2.0996199,0,148,17,0.59991723,1,1,2312.5,2312.5,2312.5
6,0.80977196,0.67719638,-0.75547165,-0.13325383,0.30651805,0.56351817,3.3393764,2.8523853,0.070557773,10.190488,8.2519712,6.9009614,47.989132,7.6268115,29.90942,16.02877,5.9595985,1.7487215,5.6104202,0,138,13,0.54921371,1,1,2156.25,2156.25,2156.25
7,0.2505118,0.21664828,-0.42305118,-0.84919292,-0.0040870262,0.3160418,1.54285,0.18830314,3.1307046,21.402367,5.3615451,4.6367855,53.460144,63.93116,44.29348,12.722043,1.121537,2.4984279,5.187511,0,69,12,0.026488578,1,1,1078.125,1078.125,1078.125
8,0.73897976,0.56637901,0.76451004,0.25779718,0.24010454,0.53982848,0.47709447,1.9590448,2.1220775,9.6371794,7.1216803,5.4582963,6.7613635,36.988636,10.369318,13.796472,3.0483205,1.87745,2.3978572,0,88,11,0.51656181,1,1,1375,1375,1375
9,0.80966824,0.62087715,0.3246401,-0.34914649,-0.79798043,0.36869067,6.1360822,1.2747957,5.6132278,9.3633718,7.5812249,5.8135037,18.858696,59.755436,58.532608,14.002419,6.1318521,1.4567852,0.27824625,0,92,12,0.39769277,1,0,1437.5,1437.5,1437.5
10,0.84571022,0.5458982,-0.15250142,-0.81006068,0.53712833,0.17899199,1.5353305,1.7716174,1.9331417,8.6419878,7.3086176,4.7176456,50.955883,18.897058,8.8970585,12.660284,0.13558412,1.9378961,3.6493394,0,68,14,0.44702348,1,1,1062.5,1062.5,1062.5
11,0.82932997,0.60713828,-0.454927,0.16083191,0.83693033,0.25830638,5.0718422,0.36591834,5.2438221,8.6917391,7.2083201,5.2770877,19.506578,25.032894,54.769737,13.138476,0.96089637,2.1966946,4.0455084,0,76,15,0.46350017,1,0,1187.5,1187.5,1187.5
12,0.18481879,0.11194446,0.46675628,-0.55658358,-0.10989451,0.67843676,1.5641171,1.6602027,0.020775141,38.925804,7.1942196,4.3575277,65.54924,52.746212,24.829546,15.793018,2.4292276,1.6261181,4.1751323,0,132,17,0.010696014,1,1,2062.5,2062.5,2062.5
13,0.83797634,0.66450804,-0.30357066,-0.88249964,0.2317766,0.27444291,0.7648648,1.6731398,0.47803453,9.260498,7.7600784,6.1536756,13.726415,32.004719,34.528301,14.679427,2.7702866,1.949939,2.652369,0,106,16,0.57149303,1,0,1656.25,1656.25,1656.25
14,0.85552359,0.57561249,0.6907289,-0.12082393,-0.71269852,0.018867619,3.2154233,1.6444752,0.92320484,8.6908665,7.4352412,5.0025711,13.578767,48.955479,24.366438,12.963276,3.2033405,0.13447136,4.541296,0,73,14,0.42414498,1,0,1140.625,1140.625,1140.625
15,0.18855537,0.14138031,-0.42388865,-0.22104003,-0.12181138,0.86984003,0.63003612,1.5800713,1.5479251,40.331448,7.6047111,5.7020726,43.244949,45.858585,19.583334,18.078493,0.61980027,0.99688673,5.9416533,0,198,18,0.013433447,1,1,3093.75,3093.75,3093.75
16,0.78504658,0.58778888,0.28207386,-0.16147739,-0.38514447,0.86372632,3.6576138,1.8640699,5.904366,11.562745,9.0772934,6.7964525,33.435715,24.335714,65.221428,17.349482,3.0411134,0.66207421,4.0809674,0,175,19,0.64172441,1,1,2734.375,2734.375,2734.375
17,0.84721738,0.55299801,-0.70068949,0.65932822,-0.23425111,0.13945208,0.52397025,1.2973472,0.66332328,9.916193,8.4011707,5.4836349,58.60849,65.96698,55.613209,14.679427,0.27883714,2.5893669,1.7888275,0,106,13,0.48575833,1,1,1656.25,1656.25,1656.25
18,0.16675211,0.10594893,-0.20773111,0.16816583,0.63615334,0.72379339,0.03405273,0.82167596,6.2379794,31.858976,5.312552,3.3754244,13.419118,14.926471,54.485294,12.660284,4.8816133,0.54111272,6.2426705,0,68,10,0.017253906,1,1,1062.5,1062.5,1062.5
19,0.91023475,0.79934621,0.42767125,0.60403478,0.53561187,0.40664384,2.7434661,1.6740943,6.2038097,9.1638947,8.3412952,7.3251247,34.95229,42.795803,59.57061,15.753036,2.5228558,0.75663435,2.8879445,0,131,16,0.50625628,1,0,2046.875,2046.875,2046.875
