250
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,Volumes,Volumes_2,Volumes_3
1,0.27735019,0.27734992,-0.70891368,-0.023993175,0.20653196,0.67395127,5.9504991,0.66634178,4.0969095,4.1502061,1.1510603,1.1510593,43.75,33.75,13.75,3.1017525,1.7987785,2.0013425,3.4968393,0,1,1,0.14365785,1,0,15.625,15.625,15.625
2,0.81368566,0.55637062,-0.0039570695,-0.24933276,0.95538646,0.15828519,4.9055457,0.50568312,5.370266,5.5376697,4.5059223,3.0809968,28.59375,65,12.34375,7.8159266,5.5917826,1.8495004,5.5580177,0,16,6,0.28199857,1,0,250,250,250
3,0.75822997,0.73692811,0.73833156,-0.018073112,-0.41356975,0.53244716,4.5900755,0.70509237,3.103838,8.849947,6.7102947,6.5217743,20.359196,27.859196,9.2385054,13.744014,1.871488,0.31648627,3.2696345,0,87,16,0.41306025,1,0,1359.375,1359.375,1359.375
4,0.27735019,0.27734992,0.73833156,-0.018073112,-0.41356975,0.53244716,5.9504991,0.66634178,4.0969095,4.1502061,1.1510603,1.1510593,53.75,63.75,23.75,3.1017525,0.026686158,2.667608,0.30434012,0,1,1,0.14365785,1,0,15.625,15.625,15.625
5,0.79894418,0.61524522,0.82639647,-0.16818134,-0.033132467,0.53636378,5.2928739,0.66657114,1.7220429,9.0191221,7.2057748,5.5489721,7.8676472,53.191177,13.338235,13.637877,3.0025167,2.0069234,3.4040565,0,85,13,0.52536833,1,1,1328.125,1328.125,1328.125
6,0.1371,0.11313657,0.97103047,0.005427964,-0.15983582,0.17754681,4.6905332,1.0107552,6.2678394,44.845158,6.1482711,5.073627,16.862583,44.048012,24.925497,16.517063,3.8801336,2.6591392,3.8689539,0,151,19,0.010582908,1,1,2359.375,2359.375,2359.375
7,0.74280012,0.098634861,0.24666089,-0.27276605,-0.22426322,0.90247607,3.1008368,1.6111283,3.7473698,26.304016,19.538626,2.5944929,53.509617,38.173077,14.663462,11.577326,2.5495434,0.75318491,4.2207704,0,52,14,6.5136941e-05,1,1,812.5,812.5,812.5
8,0.39716196,0.14745739,0.53154969,-0.44133845,0.71430653,0.11154118,2.3027527,3.1252697,0.66661656,34.540813,13.718298,5.0932984,9.1241493,28.852041,11.896258,16.369909,1.0327611,1.5254302,2.4186358,0,147,13,0.000605451,1,1,2296.875,2296.875,2296.875
9,0.98326463,0.81278402,-0.70403093,-0.43476173,-0.051054172,0.5592103,4.5841398,0.46355459,0.033840835,10.417722,10.243377,8.4673576,19.485294,49.51923,28.523756,18.753021,0.89605218,3.0051746,3.3259642,0,221,20,0.63212019,1,0,3453.125,3453.125,3453.125
10,0.97983807,0.87605488,-0.64721221,0.56342965,0.11757522,0.49983945,1.5057116,1.6527176,2.4777284,8.371604,8.202816,7.3339839,55.699154,56.271187,61.25,15.213688,1.9072845,0.82096839,3.7625768,0,118,17,0.50992817,1,0,1843.75,1843.75,1843.75
11,0.77498919,0.65357643,0.59690601,0.37990746,-0.68862456,0.15864994,0.43971884,0.79643279,5.5460486,7.342268,5.6901779,4.7987332,29.638889,16.75,60.361111,11.032603,5.5185924,1.3891112,1.5334109,0,45,9,0.41143987,1,0,703.125,703.125,703.125
12,0.95312726,0.78750861,-0.37394878,0.14846931,-0.30301493,0.86388725,1.1283408,2.7682397,6.2630672,8.6451216,8.2399006,6.8081074,44.369469,48.329647,17.289824,14.995696,0.92722571,1.4043167,0.38153714,0,113,13,0.49596587,1,0,1765.625,1765.625,1765.625
13,0.13626334,0.10607336,0.86193949,-0.37272158,-0.20467317,0.27613011,3.1703844,1.7344891,6.2774777,44.083397,6.0069509,4.6760745,30.847458,66.631355,7.1398306,15.213688,3.3713105,2.4398558,4.1875911,0,118,11,0.0056755855,1,1,1843.75,1843.75,1843.75
