252
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,Volumes,Volumes_2,Volumes_3
1,0.22114781,0.19013412,0.28545794,0.038635783,0.94769865,0.13743474,3.1145253,2.6610975,3.1411672,26.540327,5.8693352,5.0462217,62.863926,54.319622,53.465191,13.309125,1.8493409,0.58440214,1.5802826,0,79,12,0.0074043064,1,1,1234.375,1234.375,1234.375
2,0.87848324,0.65966451,-0.41928729,0.45350376,0.76290458,0.19107348,0.18101148,0.87799704,0.11542696,6.7892251,5.9642205,4.478611,63.621796,43.429485,34.391026,10.518699,1.3856332,1.6111515,3.6674507,0,39,12,0.33219558,1,0,609.375,609.375,609.375
3,0.3374202,0.29088101,-0.6109314,-0.31187615,-0.63261664,0.35957235,4.7305183,0.93165159,3.1578915,19.162872,6.4659395,5.5741158,50.494793,7.421875,44.453125,14.202481,1.5259513,1.5117699,0.58193803,0,96,16,0.037468981,1,1,1500,1500,1500
4,0.26001316,0.20749366,-0.18592328,-0.64360458,0.42663288,0.60761017,3.0206389,3.0056114,6.1774654,23.747572,6.1746817,4.9274712,8.75,56.09375,23.619791,14.202481,0.67740721,1.4682051,4.3814445,0,96,14,0.029903634,1,1,1500,1500,1500
5,0.83689338,0.14239354,0.81979609,-0.038137317,0.47215033,0.321798,1.5932393,1.5858034,1.9521722,31.439102,26.311178,4.4767251,8.0260181,53.252262,50.537331,18.753021,2.122551,1.9252096,2.2155249,0,221,16,0.00054671004,1,1,3453.125,3453.125,3453.125
6,0.11977095,0.09272965,0.62099451,-0.24213099,0.45112017,0.59348881,3.1263962,2.0294325,3.0897996,43.492542,5.2091436,4.0330482,27.698864,67.329544,48.153408,13.796472,2.1198723,1.4590874,2.8634255,0,88,15,0.0059840102,1,1,1375,1375,1375
7,0.67958564,0.54865831,-0.53514308,0.092088893,-0.53974807,0.64328337,1.4776601,1.5776937,2.2677217,10.01614,6.8068247,5.4954386,26.25,18.779762,58.898811,13.584185,0.52768999,1.1480319,0.8685174,0,84,12,0.40908828,1,1,1312.5,1312.5,1312.5
8,0.83845389,0.62954283,0.89904505,0.31537113,-0.26079392,0.15571024,5.0637932,0.7658686,1.3872181,8.7533484,7.3392787,5.5106077,14.774096,13.689759,44.924698,13.530064,2.4171555,1.9140024,1.6779948,0,83,11,0.51157808,1,0,1296.875,1296.875,1296.875
9,0.19688621,0.16351084,-0.28108019,-0.70773387,0.59409374,0.25915098,5.5271759,1.5660474,1.578056,37.35796,7.3552666,6.1084313,55.790817,18.82653,16.92602,18.017416,0.033277459,1.7312709,3.9309733,0,196,21,0.015681293,1,1,3062.5,3062.5,3062.5
10,0.79271144,0.59987807,-0.10408692,0.3644554,-0.90788591,0.17911273,3.2375133,1.6972426,0.14255293,10.454192,8.2871571,6.2712407,22.480469,24.511719,14.003906,15.631854,6.0857911,1.8003498,3.0820606,0,128,17,0.52415419,1,0,2000,2000,2000
