252
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,Volumes,Volumes_2,Volumes_3
1,0.84729332,0.69880903,-0.30486411,-0.85670912,-0.3625555,0.20410986,3.4129508,2.4466233,5.262464,8.3287668,7.0569081,5.8202176,58.1875,34.09375,48.90625,13.365047,4.3679404,0.30032873,2.9716656,0,80,11,0.50516677,1,0,1250,1250,1250
2,0.59210837,0.47281983,0.60712171,0.52359337,0.58806914,0.10690144,0.87705213,1.5077833,0.47761548,10.087021,5.972609,4.7693434,59.280304,14.924242,28.977272,12.534926,2.6134901,1.267764,0.12828936,0,66,11,0.46179435,1,0,1031.25,1031.25,1031.25
3,0.1267187,0.095180675,-0.070688985,0.54617637,0.061012946,0.83244932,0.43087944,1.5686837,1.5487041,42.785515,5.4217243,4.0723538,18.418674,4.8343372,41.521084,13.530064,4.7679362,1.1664815,1.3689243,0,83,11,0.0037813594,1,1,1296.875,1296.875,1296.875
4,0.73714298,0.6969555,-0.57165283,-0.055388365,-0.73827595,0.35368606,6.076036,0.63007396,3.8589473,8.418705,6.2057896,5.8674631,44.22945,62.448631,57.551369,12.963276,4.1897426,1.7724893,5.1030622,0,73,16,0.55310524,1,0,1140.625,1140.625,1140.625
5,0.10563941,0.078086197,-0.81847596,-0.54500097,-0.18185416,0.00011751233,1.6374286,0.074913397,0.049259681,42.507118,4.4904265,3.3192191,54.662697,45.138889,48.948414,12.342051,2.157603,2.7758491,0.98269725,0,63,14,0.0070215059,1,1,984.375,984.375,984.375
6,0.80790275,0.69622314,0.29465169,-0.13351047,-0.91063643,0.25709286,3.9350042,0.10498381,3.1611052,11.411869,9.2196798,7.9452071,57.100784,39.548428,38.043194,17.862886,6.1769948,1.5160385,5.2874937,0,191,20,0.44971201,1,0,2984.375,2984.375,2984.375
7,0.83030987,0.62855601,-0.63361639,-0.56699675,-0.52608901,0.016592007,3.1800539,1.6747597,1.0109303,7.7474847,6.4328132,4.8697281,55.096153,33.125,14.519231,11.577326,2.8578579,0.61581534,5.1242995,0,52,12,0.32609344,1,0,812.5,812.5,812.5
8,0.19387938,0.13275349,0.17469952,0.44601184,-0.76412535,0.43204856,0.027891327,1.4945102,0.019219173,37.65361,7.3002591,4.9986482,17.991072,47.767857,24.598215,17.115,5.3952594,0.99904335,3.0003154,0,168,20,0.019734088,1,1,2625,2625,2625
9,0.7510801,0.58770138,-0.13394529,-0.26113409,-0.39976338,0.86836451,3.4246387,2.2460842,6.0039401,8.3647079,6.2825656,4.9159508,35.125,55.25,67,12.142951,1.5282917,0.5957368,5.6177711,0,60,13,0.48801827,1,1,937.5,937.5,937.5
10,0.52103537,0.35240039,-0.17125641,-0.67618757,-0.62132573,0.35692579,1.6508149,2.6110992,5.519897,5.2403269,2.7303956,1.8466932,54.75,69.25,43.75,5.3039222,2.3721139,1.5439098,6.00981,0,5,3,0.17523192,1,1,78.125,78.125,78.125
11,0.82948571,0.76158422,0.80638272,-0.43685165,0.39775494,0.02643075,0.44362375,1.5428969,5.6192555,9.513628,7.8914185,7.245429,23.144531,10.078125,17.910156,15.631854,1.1406673,2.321543,2.1336298,0,128,14,0.52105153,1,1,2000,2000,2000
12,0.75879401,0.71382397,0.29465169,-0.13351047,-0.91063643,0.25709286,4.2406964,1.4493033,4.5201049,8.8945751,6.7491503,6.3491611,61.451149,9.9856319,59.928162,13.744014,5.797255,1.8197223,2.668191,0,87,17,0.44750747,1,0,1359.375,1359.375,1359.375
13,0.7881797,0.62079471,-0.018043282,-0.088962376,-0.29872063,0.9500137,0.52250379,1.0409505,0.58664966,7.4795661,5.8952422,4.6432748,6.195652,29.293478,5.7608695,11.113728,1.6753411,0.18179765,5.2171435,0,46,10,0.41346061,1,1,718.75,718.75,718.75
14,0.68823844,0.63105565,-0.4785983,-0.6140449,-0.035415649,0.62660849,6.1276407,1.1437222,5.5390568,7.6493855,5.2646012,4.827188,28.920454,59.147728,38.06818,10.950267,5.7187629,1.9885901,4.9468422,0,44,10,0.42903143,1,0,687.5,687.5,687.5
15,0.16373363,0.094977379,0.010899077,0.54516566,0.74976462,0.37487149,6.2687798,0.43882966,3.1580856,30.776178,5.0390954,2.9230409,58.798077,39.471153,10.048077,11.577326,3.5852392,1.1534333,0.48362565,0,52,11,0.014343874,1,1,812.5,812.5,812.5
16,0.13692996,0.12624159,0.61467665,-0.65623528,-0.42639947,0.098546438,6.2809973,1.827051,0.011429735,38.645634,5.2917452,4.8786864,19.292454,24.693396,20.400944,14.679427,3.6671777,2.2356503,5.3033504,0,106,13,0.0097763268,1,1,1656.25,1656.25,1656.25
17,0.7458089,0.12072556,0.070960015,0.54629183,0.68050933,0.48315305,1.6158645,1.5290986,1.8674675,29.34551,21.886143,3.5427532,59.272728,14.636364,24,14.861799,3.6298194,1.1668395,0.74656814,0,110,17,0.0001907015,1,1,1718.75,1718.75,1718.75
