246
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,Volumes,Volumes_2,Volumes_3
1,0.90263212,0.79699129,0.15965147,-0.4112843,-0.86467093,0.24021003,4.0214787,2.45645,0.86335385,7.8968234,7.1279263,6.2936993,19.359756,18.871952,65,13.475507,3.2408941,0.91383529,5.6419396,0,82,14,0.47986418,1,1,1281.25,1281.25,1281.25
2,0.73715013,0.57680136,-0.63283616,-0.60520035,-0.082566999,0.47585046,4.4948611,2.3055511,5.7793102,9.1515522,6.746068,5.2786274,58.644367,33.257042,44.102112,12.843792,2.1351674,2.3817561,2.7706096,0,71,11,0.35450006,1,0,1109.375,1109.375,1109.375
3,0.18480983,0.13039042,-0.14991038,0.0029106464,0.75031745,0.64384955,3.0961123,2.9655626,6.2453146,42.316925,7.8205838,5.5177217,22.252253,63.502251,12.488739,18.781263,5.4021549,0.3010124,5.4409819,0,222,19,0.019180402,1,1,3468.75,3468.75,3468.75
4,0.72687918,0.55982035,-0.32595092,0.48294017,0.1616995,0.79647851,4.2891912,1.3391004,4.4577246,10.8585,7.8928175,6.0788093,8.363821,52.428864,58.221546,15.425605,5.1057949,1.2439588,0.7767989,0,123,14,0.52976155,1,1,1921.875,1921.875,1921.875
5,0.8742547,0.73457944,0.60594726,-0.29387096,0.007491197,0.73919666,5.0885525,1.487591,1.0277909,10.969237,9.5899076,8.0577765,58.640778,48.713593,50.109222,18.318768,3.6215556,1.64405,5.0533795,0,206,20,0.61229819,1,0,3218.75,3218.75,3218.75
6,0.85262114,0.57059306,0.60760981,-0.28597185,0.64586478,0.36316529,2.1655624,2.2138331,1.6834545,10.179734,8.6794567,5.808486,18.791323,22.48967,52.923553,15.341539,4.3669863,2.7406342,3.5591555,0,121,19,0.52616763,1,0,1890.625,1890.625,1890.625
7,0.85418224,0.59613031,0.61803091,0.34863508,-0.21915443,0.66967362,2.5375967,2.6968937,4.2856736,10.305918,8.8031321,6.1436696,64.533585,7.7985077,19.533583,15.872381,3.9714723,1.5778136,2.9442546,0,134,13,0.57999271,1,1,2093.75,2093.75,2093.75
8,0.91436374,0.73163116,0.54978758,0.083060749,0.58319056,0.59221894,4.1273165,1.6213959,1.0212889,9.3975668,8.5927944,6.8755527,14.841269,39.404762,46.25,15.55001,4.1483455,0.68865883,0.96020818,0,126,19,0.43473282,1,0,1968.75,1968.75,1968.75
9,0.86295134,0.61189175,-0.048928466,0.13467778,-0.83481443,0.53155696,2.8984146,2.2850218,6.1439891,9.4180241,8.1272964,5.7628117,44.720875,56.686893,58.944176,14.539615,3.6883342,1.0088948,1.6606655,0,103,16,0.50135058,1,0,1609.375,1609.375,1609.375
10,0.13338405,0.11320159,0.049590915,0.34340048,0.028741537,0.93743843,3.1535583,1.6028912,0.0048755538,45.445282,6.0616755,5.1444783,34.484264,6.3723774,10.236014,16.220062,4.5383191,0.70866144,1.6835661,0,143,15,0.0075547709,1,1,2234.375,2234.375,2234.375
11,0.84607583,0.4600381,0.18587039,0.33078414,-0.32625192,0.86579078,1.6536431,1.8485016,1.1654977,8.1802301,6.9210949,3.7632174,31.027779,63.361111,37.916668,11.032603,3.8181272,0.72791719,0.14996997,0,45,11,0.3035441,1,0,703.125,703.125,703.125
12,0.71529669,0.58369911,0.32280141,0.13348477,0.058136296,0.93520123,3.7187219,1.9662665,5.8078117,9.24792,6.6150069,5.3980031,52.905846,52.256493,14.821428,13.19585,1.9684069,2.221638,0.12679747,0,77,14,0.49782032,1,0,1203.125,1203.125,1203.125
13,0.59272379,0.54172873,-0.62781966,-0.7454828,0.22328964,0.015480109,0.56214219,2.3505688,0.23385108,9.0759783,5.3795481,4.9167185,50.93182,33.25,68.522728,11.795817,5.6524739,2.6901169,3.910737,0,55,8,0.45592934,1,1,859.375,859.375,859.375
14,0.35593319,0.25709009,-0.38285956,-0.32575345,-0.82224119,0.26687583,6.2232523,0.79132909,3.0870595,19.481148,6.9339871,5.00841,65.869568,37.77174,16.875,14.002419,1.9619356,1.0534143,0.55196899,0,92,11,0.033582155,1,1,1437.5,1437.5,1437.5
15,0.54869342,0.38914734,0.43130454,-0.20038843,-0.86776888,0.14421529,3.7008147,2.0123804,1.2775722,9.9878378,5.4802613,3.8867407,20.877659,9.1223402,21.515957,11.193686,1.3830168,2.0247939,3.6752737,0,47,11,0.38006228,1,0,734.375,734.375,734.375
16,0.68612987,0.14630136,-0.16133423,-0.36975095,0.12158248,0.90690309,6.2388692,1.6197842,5.0062108,31.992214,21.950813,4.6805043,57.565788,49.057018,45.27047,17.216276,1.0260978,0.83049417,4.99055,0,171,19,0.00027523265,1,1,2671.875,2671.875,2671.875
