253
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,Volumes,Volumes_2,Volumes_3
1,0.7360906,0.66604114,-0.42778179,-0.6691435,-0.53773332,0.2830064,0.27261436,1.2987839,0.057966761,8.3613043,6.1546774,5.5689726,60.303032,32.045456,42.803032,12.534926,1.7762896,0.77548081,5.0508571,0,66,14,0.46784794,1,0,1031.25,1031.25,1031.25
2,0.67706525,0.4160642,-0.30084446,-0.34248784,-0.54355437,0.70480025,0.16123512,1.4455105,0.093455493,8.2785997,5.6051521,3.4444289,41.470589,22.720589,24.92647,10.048474,5.8384213,1.2993361,3.684844,0,34,10,0.31458899,1,0,531.25,531.25,531.25
3,0.77392441,0.6174863,-0.4601689,-0.2958155,-0.39838958,0.73622245,4.4305129,1.5540171,2.601939,7.6259665,5.9019213,4.70893,21.25,37.686169,33.005318,11.193686,1.5552925,1.3432523,3.5566854,0,47,14,0.3873412,1,0,734.375,734.375,734.375
4,0.92099142,0.72707748,-0.33712658,0.2711103,-0.85359538,0.29020649,2.6389327,2.5929687,4.7377272,9.6540117,8.8912611,7.0192146,12.559524,44.209183,29.27721,16.369909,3.7775657,0.44235262,3.7357669,0,147,15,0.62437379,1,0,2296.875,2296.875,2296.875
5,0.27735019,0.27734992,-0.30834544,-0.4111186,0.34326154,0.78617817,5.9504991,0.66634178,4.0969095,4.1502061,1.1510603,1.1510593,48.75,8.75,43.75,3.1017525,3.9022126,1.5261073,2.4215577,0,1,1,0.14365785,1,0,15.625,15.625,15.625
6,0.47914541,0.13839217,0.92449427,0.34099561,0.012149132,0.16995473,6.2268944,1.6094233,3.0211318,31.271582,14.983635,4.3277421,48.611111,20.694445,9.0509262,14.771176,3.4235935,2.799145,2.7168653,0,108,15,0.00030948184,1,1,1687.5,1687.5,1687.5
7,0.16250572,0.12814198,-0.26282054,-0.34952196,-0.2398158,0.86674571,1.5099821,2.9669809,3.2274289,40.540077,6.5879951,5.1948862,61.679935,51.56847,51.727707,16.732996,1.1959853,0.90521115,5.6270647,0,157,18,0.013399371,1,1,2453.125,2453.125,2453.125
8,0.73491359,0.17236751,0.40528452,-0.75447798,0.14410622,0.49572259,6.237637,0.034181353,5.0126567,30.798609,22.634315,5.3086796,59.695946,52.118725,34.917953,19.771536,1.7808353,2.0566745,3.9365454,0,259,21,0.001212639,1,1,4046.875,4046.875,4046.875
9,0.74176973,0.72019202,-0.025120234,-0.37726215,-0.2486975,0.89173532,0.94136405,2.7265818,2.6526921,13.915054,10.321766,10.021511,17.334507,46.158451,16.764084,21.962576,5.5746546,1.2662764,5.2090244,0,355,30,0.65908021,1,0,5546.875,5546.875,5546.875
10,0.14319722,0.082212739,0.70465964,-0.19941369,-0.65471119,0.18719585,1.5452795,2.543185,6.2737331,38.315758,5.4867101,3.1500432,13.616667,54.25,38.016666,13.080597,4.1581159,1.6434823,4.7096796,0,75,15,0.013456877,1,1,1171.875,1171.875,1171.875
11,0.86381161,0.60326648,0.3173278,0.30510271,-0.13286889,0.88800973,0.87459701,2.1061552,5.566885,10.154368,8.7714605,6.1257896,38.769531,18.320313,60.371094,15.631854,0.77666503,2.7711105,0.10176532,0,128,17,0.51318341,1,0,2000,2000,2000
12,0.13747077,0.12316229,-0.95110977,-0.081489608,0.19355352,0.22646585,4.7013869,2.3003039,6.3285624e-05,42.3088,5.8162231,5.2108488,29.047203,24.921329,43.050701,16.220062,5.6614561,2.5365899,5.4905167,0,143,20,0.01245767,1,1,2234.375,2234.375,2234.375
13,0.16367456,0.1355018,0.21531247,0.85445678,0.44721454,0.15343855,1.2811772,1.5181316,4.6887403,41.131123,6.7321186,5.5733409,65.535713,59.064285,51.364285,17.349482,3.2252574,2.1566508,0.57736152,0,175,15,0.01354114,1,1,2734.375,2734.375,2734.375
14,0.52158338,0.41324797,0.62579501,0.35796344,-0.50986528,0.46934009,4.3263183,1.7939252,2.2480524,9.4160585,4.9112597,3.8911674,17.5,59.0625,55.25,10.607844,4.3029156,0.59791446,1.1290154,0,40,9,0.3919642,1,0,625,625,625
15,0.95480168,0.73461938,0.066302702,-0.30049273,0.57941693,0.75470799,0.87878186,1.5412607,0.17548175,6.7047439,6.4017005,4.9254346,14.601064,59.44149,20.50532,11.193686,5.2974939,1.7585318,3.0028968,0,47,9,0.39222527,1,0,734.375,734.375,734.375
16,0.81131977,0.72682744,0.12620558,-0.21195576,-0.51642156,0.82003397,4.6763983,1.1021225,5.8604455,7.5233765,6.1038637,5.4681964,43.232758,42.327587,67.543106,12.006501,2.6698637,0.49851441,4.7373462,0,58,10,0.47477517,1,1,906.25,906.25,906.25
17,0.90909159,0.51526171,-0.50208288,0.47735044,-0.48572615,0.53302854,0.59185547,1.48559,2.1526825,7.0037227,6.3670254,3.6087501,57.804054,23.75,59.290539,10.335728,5.2281265,2.198493,1.6506433,0,37,9,0.46403897,1,0,578.125,578.125,578.125
18,0.94948488,0.84984583,-0.06004044,0.49006733,-0.70965022,0.50261891,5.7311163,0.96325475,6.1994805,8.4062471,7.9816041,7.1440139,29.679203,24.059734,14.170354,14.995696,0.4310393,1.3712144,1.0886405,0,113,13,0.52586704,1,0,1765.625,1765.625,1765.625
19,0.17318277,0.13105397,-0.15582754,-0.85293186,0.33432242,0.36939621,3.0521209,2.8220232,3.0901728,35.278019,6.1095448,4.6233244,15.773809,13.702381,45.607143,14.63312,0.65449405,2.0984991,4.1574936,0,105,15,0.0093814125,1,1,1640.625,1640.625,1640.625
20,0.16378534,0.095163882,0.78875786,-0.4590205,0.2594038,0.31602347,0.034108069,0.93710333,6.255579,44.707737,7.3224721,4.2545619,44.857384,38.045303,13.330537,16.443815,1.9272302,2.2991979,2.981319,0,149,15,0.010118448,1,1,2328.125,2328.125,2328.125
21,0.57016695,0.24569204,-0.01764214,-0.20027475,-0.084030844,0.97597009,5.7768936,0.6921156,1.556326,10.921437,6.2270427,2.6833103,9.3421049,15.592105,40.328949,10.428016,3.0093639,2.6382575,0.40088445,0,38,12,0.28275597,1,0,593.75,593.75,593.75
22,0.18093435,0.15740751,0.35175198,0.35937279,0.80769336,0.30782011,1.4879878,1.5587256,4.7247043,41.686821,7.5425787,6.5618191,8.6111107,15.544871,21.837606,19.113745,2.7310274,1.0538319,1.1387987,0,234,22,0.013552617,1,1,3656.25,3656.25,3656.25
23,0.77501035,0.63290048,-0.35701838,0.87510377,0.25586104,0.20314154,1.0223345,2.4716072,3.1737938,8.3713627,6.4878931,5.2982397,47.48016,54.146824,28.432539,12.342051,6.0456128,0.53343338,5.6281648,0,63,12,0.3632476,1,0,984.375,984.375,984.375
24,0.80414242,0.54353547,-0.39734954,0.64221025,-0.64510131,0.11629107,5.2021365,0.52303636,5.412756,10.726019,8.625247,5.8299718,7.1278625,60.028625,12.833969,15.753036,0.37571946,1.7119055,2.4091682,0,131,18,0.61042321,1,1,2046.875,2046.875,2046.875
25,0.85341585,0.53119761,-0.53558779,0.51659304,-0.66573805,0.055410042,1.2971677,1.5459615,1.1941088,7.8141708,6.6687374,4.1508689,52.5,53.47826,45.326088,11.113728,2.8119767,2.8337948,6.1084342,0,46,12,0.31413659,1,0,718.75,718.75,718.75
26,0.85916662,0.67292678,-0.084415048,-0.34181041,0.23766926,0.90529174,0.87425935,1.4356942,6.2517538,9.0880098,7.808115,6.1155653,5.5147057,40.367645,40.343136,14.492408,1.0719371,0.7195847,4.6977692,0,102,10,0.51808351,1,1,1593.75,1593.75,1593.75
27,0.72245777,0.40123817,-0.11807793,0.51971382,-0.46902266,0.70425344,3.4534202,1.7350405,6.0176601,7.3809509,5.3324251,2.9615192,29.85,25.049999,33.549999,9.0695791,4.0558763,0.91166443,2.5243566,0,25,9,0.32779205,1,0,390.625,390.625,390.625
28,0.16100112,0.11732893,-0.41359183,0.13827386,0.66588515,0.60532564,4.2410636,1.5643079,4.6609187,40.569626,6.531755,4.7599912,52.344891,63.458031,21.760948,15.989959,5.1275415,0.90250689,5.7728262,0,137,17,0.010916273,1,1,2140.625,2140.625,2140.625
29,0.88384503,0.66353703,-0.27766171,0.16320553,0.31071383,0.89427334,3.5169773,1.5884473,2.1617985,10.7122,9.4679251,7.1079412,28.05303,18.674242,33.659092,17.012514,0.46968541,2.3202012,5.986774,0,165,25,0.45361844,1,0,2578.125,2578.125,2578.125
30,0.26667753,0.17625438,-0.29071748,0.48449534,0.82144129,0.077341653,3.2126515,1.7525704,6.2663484,31.441074,8.3846283,5.5416269,17.575001,43.275002,6.125,14.39706,3.7759197,1.2009254,5.8366117,0,100,11,0.0010853392,1,1,1562.5,1562.5,1562.5
31,0.57591367,0.54546982,-0.11231828,-0.90314978,-0.26758796,0.31638864,1.6063429,1.5504426,5.825912,10.165458,5.8544259,5.5449505,68.683334,38.416668,48.150002,13.080597,2.1490943,2.2870848,5.5381422,0,75,10,0.43794408,1,1,1171.875,1171.875,1171.875
32,0.17311719,0.16188493,0.13571694,-0.64142007,0.38641828,0.64872348,6.2567019,1.9584383,3.0974033,40.134602,6.9479895,6.4971876,53.092106,34.551434,29.946173,18.407265,1.2420875,1.4300092,3.9666543,0,209,21,0.014752664,1,1,3265.625,3265.625,3265.625
33,0.079702862,0.060108177,0.83703721,0.052245814,-0.45530215,0.29889628,4.2618465,1.5632612,1.5596761,36.524029,2.9110696,2.1953928,29.75,13.5,52.125,8.4194517,4.1938095,1.9896592,4.0691361,0,20,5,0.0033348911,1,1,312.5,312.5,312.5
34,0.33894342,0.27833444,0.4470599,0.47363976,0.75880855,0.003510786,3.7699971,1.5615464,1.5897888,19.284691,6.5364189,5.3675933,29.91279,39.796513,7.0639534,13.691152,2.3896823,1.4186038,0.76116359,0,86,14,0.023960112,1,1,1343.75,1343.75,1343.75
35,0.47680005,0.19156049,-0.11807793,0.51971382,-0.46902266,0.70425344,1.9150101,2.5104873,5.7201061,8.8015099,4.1965604,1.6860216,23.75,38.75,8.75,6.8982358,5.1815834,1.0745922,2.0806425,0,11,4,0.12417932,1,0,171.875,171.875,171.875
36,0.80715233,0.64831376,0.7675072,-0.35918334,-0.52340674,0.089248858,2.1939683,2.50613,1.4789444,8.0540895,6.5008774,5.2215772,12.382813,54.414063,38.632813,12.40701,3.4429038,1.5608506,0.78466117,0,64,11,0.50769937,1,0,1000,1000,1000
37,0.15420024,0.12231439,-0.36311314,-0.54052526,0.14957388,0.74404913,3.1669688,1.6122048,4.7430758,36.334896,5.6028495,4.4442806,64.368553,11.507732,17.126289,14.251625,0.78088063,1.4182426,5.1055393,0,97,12,0.010229311,1,1,1515.625,1515.625,1515.625
38,0.57372689,0.42753303,-0.088744394,-0.66568983,0.73100543,0.12088211,3.0553844,2.1084356,5.8128037,7.7557244,4.4496675,3.3158283,30.049999,29.950001,33.349998,9.0695791,1.4536811,0.11695877,4.1229372,0,25,10,0.35945699,1,0,390.625,390.625,390.625
39,0.93550545,0.78187078,0.64487028,0.1398582,0.71479338,0.23162983,0.62451935,2.2484789,0.78311414,9.1639509,8.5729265,7.1650257,7.651515,29.318182,35.075756,15.793018,2.0977407,1.4412705,1.6705996,0,132,16,0.512128,1,1,2062.5,2062.5,2062.5
40,0.23604664,0.1493358,0.85567647,-0.41908288,-0.23486133,0.19242528,3.1405399,2.5063713,3.1390185,30.431547,7.1832647,4.5445194,11.394231,39.326923,54.6875,14.586517,3.5705531,2.5246055,4.48141,0,104,15,0.0090814857,1,1,1625,1625,1625
41,0.83704472,0.68802899,-0.35701838,0.87510377,0.25586104,0.20314154,2.6875412,2.3181944,2.0437524,11.137301,9.3224192,7.6627865,45.045338,40.304405,23.75,17.925018,1.7243588,2.3788168,6.0429168,0,193,20,0.60669017,1,0,3015.625,3015.625,3015.625
42,0.70598727,0.59124583,-0.78320789,-0.012504008,-0.39758864,0.47786224,1.3590496,2.8489797,1.2481996,9.3566122,6.605649,5.5320578,25.11076,53.718353,44.319622,13.309125,2.9868443,0.9610576,2.0965319,0,79,15,0.47554162,1,0,1234.375,1234.375,1234.375
43,0.31833094,0.23158118,0.11619228,-0.61546868,0.7795487,0.0012213138,0.11827935,1.546711,1.5598556,25.341309,8.0669231,5.8685703,23.560127,31.787975,62.54747,16.768448,0.18815729,1.3536997,2.9565687,0,158,17,0.028615141,1,1,2468.75,2468.75,2468.75
44,0.15591685,0.12827052,-0.21034133,-0.47442377,-0.82014143,0.24092886,4.9726381,1.5179601,1.5529578,36.477425,5.6874456,4.6789784,6.2244897,59.719387,16.683674,14.300432,2.4385459,1.091272,0.1315929,0,98,12,0.0075739753,1,1,1531.25,1531.25,1531.25
45,0.16070306,0.11470508,0.8575263,0.33542144,0.38047275,0.085915886,1.5303023,2.1668074,3.173871,29.893145,4.8039203,3.4288957,10,12.284483,19.224138,12.006501,2.1657388,2.3402152,1.4200311,0,58,12,0.016375236,1,1,906.25,906.25,906.25
46,0.12025261,0.069023706,0.52718818,-0.4221285,0.53501195,0.50758487,1.5292687,2.5839229,3.2055385,41.796177,5.0260992,2.884927,13.704545,44.477272,45.295456,11.795817,1.654716,1.482923,3.0050719,0,55,13,0.0044459878,1,1,859.375,859.375,859.375
47,0.85349089,0.59398258,0.41719902,0.19904354,0.50062734,0.73191464,2.2752035,2.3425264,1.5095729,9.3374119,7.9693961,5.5462604,19.795918,55.17857,33.622448,14.300432,3.0977466,0.41016442,4.6965461,0,98,16,0.54516315,1,0,1531.25,1531.25,1531.25
48,0.65514892,0.44188172,0.01040236,0.51170921,-0.40394908,0.7582022,6.283185,0.78539735,5.5330834,5.4929662,3.5987108,2.4272413,43.75,55.25,54.75,6.6825233,2.3745511,1.2515025,4.5697069,0,10,4,0.28400263,1,0,156.25,156.25,156.25
49,0.45718196,0.39698476,0.15536843,0.82821065,-0.27917984,0.46041971,6.2256103,0.92214096,5.5198598,7.8801513,3.6026628,3.1283,9.9342108,69.407898,27.171053,8.276722,5.0720315,2.004401,2.3013189,0,19,6,0.32366189,1,1,296.875,296.875,296.875
50,0.9425692,0.75682741,-0.025120234,-0.37726215,-0.2486975,0.89173532,4.689364,0.83275044,4.1686311,8.5612011,8.0695238,6.4793515,45.162037,60.208332,14.861111,14.771176,1.6872575,1.7649924,5.2036686,0,108,16,0.59047961,1,0,1687.5,1687.5,1687.5
51,0.17382795,0.1360396,0.18907396,-0.64636433,-0.51050252,0.53465062,3.1642511,2.1573575,6.2824306,25.209978,4.3821983,3.4295552,9.1768293,3.6280489,29.908537,10.695517,2.6176734,1.4777337,5.1901069,0,41,9,0.010716828,1,1,640.625,640.625,640.625
52,0.21099707,0.12124749,0.14703575,0.62620062,-0.33817658,0.68694234,4.5907803,0.036525339,6.15832,29.060593,6.1317,3.523524,58.13356,61.113014,16.489725,12.963276,4.9392233,1.3974227,2.2588871,0,73,11,0.015344699,1,1,1140.625,1140.625,1140.625
53,0.66696787,0.4552201,-0.01764214,-0.20027475,-0.084030844,0.97597009,0.24405302,0.6908865,2.4096117,10.479769,6.9896693,4.7706013,58.57143,43.601189,13.839286,13.584185,1.4749284,0.89054334,6.2320738,0,84,14,0.57962364,1,0,1312.5,1312.5,1312.5
54,0.78207409,0.15515508,-0.20793207,0.85488272,0.36950508,0.29900795,1.5729289,1.5309778,4.4421968,29.137712,22.787849,4.520864,63.830128,15.528846,51.39423,16.697393,4.0605211,2.1509118,0.44173706,0,156,13,0.00027376827,1,1,2437.5,2437.5,2437.5
55,0.81742334,0.67040282,-0.35701838,0.87510377,0.25586104,0.20314154,3.0186217,2.52579,3.6043968,7.5044456,6.1343093,5.0310016,50.192307,9.8557692,33.221153,11.577326,0.11580429,2.4326332,0.75174314,0,52,14,0.41207922,1,0,812.5,812.5,812.5
56,0.12348559,0.063379601,-0.28639787,-0.43583062,-0.46346837,0.71639723,1.5706244,2.0350804,3.1456418,43.401657,5.3594799,2.7507799,38.714287,25.571428,13.928572,12.783208,1.563648,1.0972381,5.8679843,0,70,12,0.011316892,1,1,1093.75,1093.75,1093.75
57,0.79296708,0.63172233,0.04457124,-0.84842604,0.51666093,0.10605763,5.9075437,0.91933966,5.1312551,8.5935459,6.8143992,5.4287353,65.37162,42.06081,39.256756,13.022201,0.25494826,2.0304375,3.2915695,0,74,10,0.49353966,1,1,1156.25,1156.25,1156.25
58,0.77008873,0.55236864,-0.088744394,-0.66568983,0.73100543,0.12088211,0.031309385,1.2588042,5.7165475,7.4759293,5.7571287,4.1294689,54.0625,12.125,25.4375,10.607844,0.76208311,0.63526487,4.7631245,0,40,10,0.4169946,1,0,625,625,625
59,0.92196602,0.72049814,-0.13011813,-0.28392252,0.3514739,0.88256633,0.80332661,1.2559161,0.12543209,10.595051,9.7682762,7.6337142,29.744764,39.862564,44.797119,17.862886,1.3357133,1.4496338,2.5934517,0,191,20,0.59640253,1,0,2984.375,2984.375,2984.375
60,0.96471512,0.78603202,-0.42778179,-0.6691435,-0.53773332,0.2830064,1.0841343,1.5416299,0.021897856,7.0589476,6.8098736,5.5485587,9.375,54.416668,55.416668,12.142951,3.4351213,0.79933256,1.9086074,0,60,10,0.4160229,1,0,937.5,937.5,937.5
61,0.27735019,0.27734992,-0.33712658,0.2711103,-0.85359538,0.29020649,5.9504991,0.66634178,4.0969095,4.1502061,1.1510603,1.1510593,33.75,58.75,68.75,3.1017525,1.4443667,0.9825955,3.9749753,0,1,1,0.14365785,1,0,15.625,15.625,15.625
62,0.83479589,0.13523254,0.20476291,-0.51691425,0.82954341,0.052245211,0.84967852,0.052012973,1.673359,30.065191,25.098297,4.0657921,49.764492,48.804348,62.77174,16.02877,0.44005951,1.1791142,2.8273284,0,138,14,0.00013298049,1,1,2156.25,2156.25,2156.25
63,0.64709175,0.55773073,0.65236449,-0.57799262,-0.48998064,0.016250771,3.7805259,1.5598798,5.5294094,9.2323532,5.9741793,5.1491671,9.886364,17.689394,23.636364,12.534926,3.9542108,2.1168394,5.4042592,0,66,13,0.48948446,1,1,1031.25,1031.25,1031.25
64,0.74291396,0.54747075,0.41375899,-0.801862,-0.099550188,0.41941693,4.4834967,0.4559381,6.0284467,8.0134993,5.9533405,4.3871565,18.641304,8.75,31.52174,11.113728,2.7963977,1.3363026,4.8276982,0,46,11,0.37035337,1,0,718.75,718.75,718.75
65,0.1507218,0.12387176,-0.64003962,0.55837047,-0.16166036,0.50243175,1.3574734,1.5139247,1.5631759,39.820778,6.0018592,4.9326696,25.208334,59.33712,20.90909,15.793018,5.8771248,2.0295784,1.0286502,0,132,19,0.012709763,1,1,2062.5,2062.5,2062.5
66,0.17169063,0.13207823,-0.85779339,0.38352618,-0.33490753,0.070250057,0.34862143,1.58606,4.6695466,37.689949,6.4710112,4.9780216,30.181297,44.284351,55.066795,15.753036,0.94358814,2.4430866,1.7844806,0,131,16,0.010561906,1,1,2046.875,2046.875,2046.875
67,0.18638504,0.12032237,-0.066766053,-0.38903672,-0.21930793,0.89224255,0.2475328,1.549405,1.5546643,27.956736,5.2107167,3.3638206,65.217392,34.565216,61.902172,11.113728,1.6418493,0.81153554,5.1233683,0,46,9,0.0052646324,1,1,718.75,718.75,718.75
68,0.87744421,0.15570338,-0.92113632,0.35983172,0.10950384,0.10018955,5.6686888,3.0991497,2.8045213,31.148855,27.331383,4.8499823,36.66444,25.033422,16.717915,17.737309,5.080987,2.8436482,5.825808,0,187,24,0.00013760818,1,1,2921.875,2921.875,2921.875
69,0.90273124,0.7494911,-0.81974536,-0.111397,0.23907281,0.50838214,1.3601333,2.0068145,2.6571918,10.162888,9.1743555,7.6169934,65,52.676472,54.441177,17.18265,5.9786744,1.9484963,5.7085447,0,170,18,0.56757075,1,1,2656.25,2656.25,2656.25
70,0.19246969,0.11046175,0.0026995335,-0.38645497,-0.55582219,0.73600745,6.1020832,1.5798705,1.5323428,30.831039,5.9340405,3.4056504,9.5576925,68.442307,12.865385,12.471296,2.2245932,0.79359007,5.3522153,0,65,10,0.0089233937,1,1,1015.625,1015.625,1015.625
71,0.79740536,0.67535144,-0.30084446,-0.34248784,-0.54355437,0.70480025,4.1281362,2.7539413,0.47647181,10.255274,8.1776104,6.9259138,60,55.354477,44.216419,15.872381,0.70992357,1.7999382,0.67799604,0,134,20,0.47198376,1,0,2093.75,2093.75,2093.75
72,0.95761257,0.61580324,0.087317824,-0.32351223,-0.77260369,0.53925782,3.3337877,1.7068698,1.6851392,9.2855778,8.8919859,5.7180891,54.21875,49.330357,64.910713,14.95133,2.7958512,0.68339914,5.4101958,0,112,12,0.54256719,1,1,1750,1750,1750
73,0.1652116,0.13123886,0.024271827,0.85966456,0.49069965,0.14000604,3.9534256,1.5584732,4.7392001,43.445313,7.17767,5.701714,64.096153,43.71154,24.544872,17.986723,3.3913004,2.0705671,0.30616093,0,195,16,0.011459641,1,1,3046.875,3046.875,3046.875
