243
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,Volumes,Volumes_2,Volumes_3
1,0.14331976,0.093045831,-0.39075997,0.81369048,0.17634967,0.39257509,3.650543,1.5822793,1.5986751,32.860516,4.7095609,3.0575337,30.07653,53.137756,13.75,11.350261,4.7378983,2.2517974,0.70088917,0,49,13,0.0086001651,1,1,765.625,765.625,765.625
2,0.69403833,0.51168633,-0.17566229,0.95619661,0.19495304,0.12970796,4.4282622,1.5872072,2.4426539,10.307545,7.153831,5.2742295,37.836021,64.663979,28.212366,14.052971,3.9103522,2.668884,0.40539247,0,93,9,0.56468701,1,1,1453.125,1453.125,1453.125
3,0.72583425,0.42966586,0.18858837,0.075167812,0.66738755,0.71650404,0.14175726,1.4626254,2.6100416,20.95624,15.210757,9.0041809,50.972221,8.2638893,59.618057,12.903811,2.7709541,0.40887555,2.0123885,0,72,10,7.1742688e-06,1,1,1125,1125,1125
4,0.90422064,0.17022491,-0.21296218,0.072226331,0.93042427,0.2893807,0.0025294605,1.5360795,0.50767124,31.069456,28.093645,5.2887955,23.129433,35.904255,20.159575,20.340277,4.6869478,0.45363301,5.3409023,0,282,29,0.00061434414,1,1,4406.25,4406.25,4406.25
5,0.8211869,0.66769356,-0.00048962154,-0.28052291,-0.9594273,0.02839007,3.5464818,1.990325,1.5730897,8.3763733,6.8785677,5.5928502,63.236301,38.13356,59.22945,12.963276,3.1102653,0.56867862,6.2553487,0,73,14,0.43085906,1,1,1140.625,1140.625,1140.625
6,0.76866633,0.43567756,0.061421301,0.99346989,-0.027115004,0.092248477,4.0450315,1.7188957,3.9188893,10.441213,8.0258083,4.5490017,30.238764,24.339888,17.345505,13.848535,4.6564064,2.7455056,5.3733778,0,89,15,0.50098926,1,0,1390.625,1390.625,1390.625
7,0.142132,0.087331057,-0.0093980469,-0.66185576,0.49924064,0.55912209,1.6050597,2.6893346,3.1326878,42.416351,6.0287209,3.7042646,23.853092,47.71907,39.059277,14.251625,0.82771856,1.4467611,3.9977083,0,97,17,0.0081322594,1,1,1515.625,1515.625,1515.625
8,0.43376991,0.19795956,0.20651783,-0.30864462,0.45704442,0.80820751,3.1618721,1.6052101,0.031527638,22.275978,9.6626492,4.4097428,10.241228,27.872807,66.206139,11.937099,1.6458216,0.76095504,3.608027,0,57,11,0.00056402915,1,1,890.625,890.625,890.625
9,0.16552533,0.13488942,-0.60675895,0.24860236,0.53747278,0.53024846,1.590598,1.4929652,3.1761653,42.18203,6.9821949,5.6899099,29.773935,50.398937,22.340425,17.768867,5.1021619,1.4302533,5.87988,0,188,22,0.012832899,1,1,2937.5,2937.5,2937.5
10,0.18363175,0.15870908,-0.40821278,0.53121132,-0.51917654,0.53069067,6.0993056,1.5718969,4.7360253,38.00584,6.9790788,6.0318718,34.072582,65.551079,17.540323,17.705633,6.1420293,1.468263,1.6900188,0,186,16,0.015336232,1,1,2906.25,2906.25,2906.25
11,0.88317955,0.60636503,0.66859615,0.59755361,-0.13616508,0.42115071,5.9835296,0.46935716,0.34327498,9.1301422,8.0635557,5.5361991,45.729168,66.328125,19.244791,14.202481,4.1836491,2.224565,2.7249534,0,96,11,0.52352095,1,1,1500,1500,1500
