250
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,Volumes,Volumes_2,Volumes_3
1,0.68003792,0.61240339,0.56152207,-0.30465531,0.33414078,0.69298488,6.1337757,0.29863933,5.136116,9.153574,6.2247767,5.6056795,47.716667,14.15,57.849998,13.080597,3.9431689,2.2392261,3.6766486,0,75,12,0.5155248,1,0,1171.875,1171.875,1171.875
2,0.67888319,0.63190854,0.0860852,0.49108979,-0.42682073,0.75448275,3.6879344,1.6938113,5.6888304,9.4299126,6.4018087,5.9588418,63.80814,35.581394,19.127907,13.691152,5.0536847,1.0439147,2.2591543,0,86,18,0.56401157,1,1,1343.75,1343.75,1343.75
3,0.70053607,0.51296437,-0.92019546,0.35004166,0.14399676,0.099880204,1.0003091,2.0482938,0.95881486,8.8922291,6.2293272,4.5613966,10.95339,28.241526,9.2584743,12.075111,6.2183118,1.812472,2.586776,0,59,8,0.50138265,1,0,921.875,921.875,921.875
4,0.80904514,0.69268531,-0.39197811,0.54105937,-0.50044984,0.55059773,5.9655514,0.75334394,4.6335502,7.0711908,5.7209125,4.8981099,39.147728,54.772728,53.977272,10.950267,6.1962042,0.9195466,0.20064963,0,44,11,0.38993123,1,0,687.5,687.5,687.5
5,0.60126847,0.51390606,0.8499158,0.090420343,-0.51838374,0.027304998,0.22211325,1.5532488,5.2443566,9.2851286,5.5828552,4.7716842,26.830357,58.348213,13.482142,11.866879,0.30050281,2.1049664,5.749022,0,56,13,0.429553,1,0,875,875,875
6,0.91690326,0.7123794,0.01070713,-0.18130039,0.21242476,0.96015167,6.1161656,2.8441868,3.092782,10.522598,9.6482048,7.4960823,15.069445,65.125,7.0555553,17.513166,1.4120516,0.36525962,4.4356666,0,180,13,0.53456485,1,1,2812.5,2812.5,2812.5
7,0.14633961,0.11913768,0.68718922,0.21456784,0.66773683,0.18936509,4.6921411,1.1663218,3.0964632,40.097023,5.8677826,4.7770662,58.59375,52.949219,38.417969,15.631854,2.149781,1.6073413,1.5444853,0,128,16,0.013834712,1,1,2000,2000,2000
8,0.87145752,0.74155599,0.11650313,-0.98563856,-0.071948335,0.098828346,1.4131842,1.5637131,1.3950783,10.579949,9.2199764,7.8456249,36.875,64.266304,34.972828,17.641943,2.3177316,2.8964915,5.2240148,0,184,19,0.58015132,1,1,2875,2875,2875
9,0.70144343,0.61181778,0.79395258,0.52956861,0.1966583,0.2247708,3.9279931,1.3825723,6.0401659,9.307188,6.5284662,5.694303,8.626543,18.595678,26.774691,13.420504,3.0110388,2.5350211,1.8345683,0,81,10,0.50784397,1,1,1265.625,1265.625,1265.625
10,0.1619719,0.13945667,0.14129554,0.88760287,-0.092703588,0.42848891,0.26893115,1.5649287,1.5819305,32.932529,5.3341441,4.5926614,34.176136,17.8125,58.920456,13.796472,4.767592,2.2339518,1.9417256,0,88,10,0.011150561,1,1,1375,1375,1375
11,0.65517247,0.40434399,-0.64723587,-0.51962399,-0.55559152,0.048935231,3.5139186,1.4909937,3.8877437,7.7679157,5.0893245,3.1409101,39.134617,17.596153,39.71154,9.1889296,0.40846354,0.61112863,5.5373688,0,26,8,0.29068547,1,0,406.25,406.25,406.25
12,0.76827139,0.6091522,-0.069795705,0.36853322,-0.68150187,0.62838447,4.0748577,1.0947592,5.579885,8.4665709,6.5046239,5.1574302,38.176231,11.577868,39.241802,12.21004,5.5143862,1.6364495,2.8556304,0,61,16,0.32998246,1,0,953.125,953.125,953.125
13,0.85122192,0.61539143,0.78607827,0.37119606,0.37550426,0.32138905,3.3516433,2.3714345,3.4667661,7.9932036,6.8039899,4.9189487,24.364754,66.127052,52.356556,12.21004,2.7198696,2.1076226,1.8375264,0,61,12,0.44516546,1,1,953.125,953.125,953.125
14,0.77877522,0.72244447,-0.39321002,-0.67102867,-0.48809731,0.39606482,1.1959594,2.2632322,0.1495246,9.2876577,7.2329979,6.7098174,48.607143,59.083332,42.67857,14.63312,2.6952991,0.87449527,0.64323217,0,105,12,0.49536696,1,0,1640.625,1640.625,1640.625
15,0.1282744,0.098376676,0.69779879,0.1842061,0.64035219,0.26285738,4.7365232,1.0789088,6.2785172,38.902615,4.9902091,3.8271098,48.503086,20.169754,23.780865,13.420504,2.218406,1.6125185,1.7022179,0,81,15,0.011123566,1,1,1265.625,1265.625,1265.625
16,0.80614543,0.6614759,-0.79154289,0.16571465,-0.58461255,0.065012448,0.98860484,0.29296714,5.59587,10.625401,8.5656176,7.0284467,38.700657,20.032894,23.207237,16.553444,3.4684434,1.3068645,0.90024716,0,152,19,0.5470894,1,0,2375,2375,2375
17,0.7442838,0.66890252,-0.89175683,-0.27034542,-0.21591221,0.29165906,4.1566792,1.6716933,4.1151757,11.445621,8.5187902,7.6560049,59.551105,59.63398,49.84116,17.545538,6.2232771,2.0848262,2.3965216,0,181,16,0.60527372,1,0,2828.125,2828.125,2828.125
18,0.8950761,0.12315443,-0.30144596,0.68474305,0.62931883,0.21027361,4.5754571,0.01968962,5.9104576,31.935038,28.58429,3.9329414,21.86628,48.75,53.912792,18.581751,3.8787606,1.6905681,6.1909504,0,215,21,0.00055628375,1,1,3359.375,3359.375,3359.375
19,0.92376429,0.785483,-0.44690275,0.011428158,0.68487489,0.57540751,5.0176802,1.3628521,4.0948744,7.1341619,6.5902843,5.6037631,53.969299,27.521931,55.504387,11.937099,1.8473192,2.2784531,5.0115566,0,57,13,0.34229243,1,0,890.625,890.625,890.625
20,0.16492267,0.14195399,-0.18325016,0.48867121,0.43277344,0.73506933,3.1136215,2.4990175,6.2748957,35.440182,5.8448896,5.0308752,56.885963,65.043861,44.583332,15.039802,4.5390491,1.098155,0.67992055,0,114,12,0.011313659,1,1,1781.25,1781.25,1781.25
21,0.67863566,0.55764872,-0.23418298,-0.86590689,-0.23036714,0.37721953,3.8265893,1.381516,5.3944244,6.2602639,4.2484384,3.4910283,28.75,42.25,14.375,8.4194517,3.5556421,1.8197434,5.7639441,0,20,4,0.33491158,1,0,312.5,312.5,312.5
22,0.15304467,0.10761827,-0.0016982782,0.86579889,-0.2195842,0.44963557,3.1325738,2.6370032,3.1600046,41.686157,6.3798442,4.4861922,49.508198,25.34836,50.040985,15.383687,5.168643,2.0934961,2.0231273,0,122,13,0.008073411,1,1,1906.25,1906.25,1906.25
23,0.14053538,0.12402494,-0.11763919,0.67489147,-0.037422009,0.72751772,2.5726433,1.5617235,1.5881414,40.056934,5.6294169,4.9680591,43.383621,46.681034,21.099138,15.127244,4.9363561,1.5093927,1.4496144,0,116,16,0.0085961837,1,1,1812.5,1812.5,1812.5
24,0.14034502,0.10325631,-0.3584291,0.041320022,0.8872633,0.28737622,4.0489993,1.5699202,1.5593613,44.068172,6.1847486,4.5503168,53.652596,53.45779,25,16.625731,4.9108429,0.73825735,5.1403913,0,154,18,0.021321399,1,1,2406.25,2406.25,2406.25
25,0.80975038,0.53216928,0.88438803,0.23094724,0.39451513,0.094228879,5.2275391,1.0197128,5.0116825,7.4823675,6.0588498,3.9818861,23.685898,58.814102,23.493589,10.518699,5.7254872,0.76897526,2.2095525,0,39,11,0.33992985,1,0,609.375,609.375,609.375
26,0.70012426,0.59543502,-0.29301465,-0.36533934,0.67331225,0.572119,0.4838815,1.376696,5.8332167,8.1076765,5.6763806,4.8275948,45.943878,13.903061,27.882652,11.350261,5.4687157,1.6037835,5.7733941,0,49,14,0.37682864,1,0,765.625,765.625,765.625
27,0.63221556,0.5466817,-0.77476811,0.26089042,-0.35673773,0.4521158,0.31424972,1.5638651,3.6186166,11.610039,7.3400474,6.3469958,17.291666,52.954544,63.825756,15.793018,0.34321493,1.9141628,0.99283022,0,132,18,0.6252054,1,1,2062.5,2062.5,2062.5
28,0.80464828,0.157616,0.85385221,-0.32633549,-0.35940611,0.18779983,1.6259696,1.527439,0.50753903,24.80459,19.958971,3.9096003,55.054348,14.429348,13.777174,14.002419,3.8658204,2.3065107,4.5959425,0,92,15,0.00017522172,1,1,1437.5,1437.5,1437.5
29,0.6453225,0.13535345,0.20970652,-0.56054825,0.7733168,0.20926049,0.045632433,0.033371206,4.5475821,26.27062,16.953024,3.555819,62.236843,17.927631,63.355263,13.138476,0.62226206,1.2832316,3.0478749,0,76,12,0.00018383999,1,1,1187.5,1187.5,1187.5
30,0.21439283,0.094984993,0.40976518,0.41163,-0.79038477,0.19479485,1.6987926,3.0543551,0.093832277,29.470589,6.3182831,2.7992637,49.316036,11.910378,14.363208,11.651069,5.2584171,1.2394606,3.6830802,0,53,12,0.0078501245,1,1,828.125,828.125,828.125
31,0.70810533,0.61923045,0.10895317,0.3119137,-0.6385293,0.69506788,0.42553231,0.86692637,5.964612,11.599067,8.2133608,7.1824951,54.166668,53.90432,33.533951,16.908775,0.0088187177,2.6213188,0.12109604,0,162,18,0.53720015,1,0,2531.25,2531.25,2531.25
32,0.69206059,0.47407368,-0.1909157,0.76368588,-0.58734572,0.1880426,4.502728,0.78499299,5.2181082,12.469242,8.6294708,5.9113398,45.284481,36.267242,22.198277,16.29533,6.0127487,1.8948778,1.6141254,0,145,22,0.44457591,1,0,2265.625,2265.625,2265.625
33,0.87646109,0.66898048,-0.96483243,0.054221377,-0.016696127,0.25667042,4.0480661,1.5938673,3.9214733,6.2303329,5.4606442,4.1679711,55,34,24.5,9.637866,4.3176155,1.6551319,4.7862558,0,30,9,0.30610061,1,0,468.75,468.75,468.75
34,0.12729189,0.075427048,-0.88198185,-0.021665649,-0.28097034,0.377749,4.7198434,1.2057555,0.012179481,44.320145,5.6415944,3.3429375,18.660715,30.416666,28.660715,13.584185,0.66408217,2.1612318,0.61496258,0,84,15,0.0074030156,1,1,1312.5,1312.5,1312.5
35,0.6402874,0.55926204,-0.29301465,-0.36533934,0.67331225,0.572119,4.0058351,1.0888815,5.9247684,11.11018,7.113708,6.2135019,28.371849,52.783615,41.502102,15.256543,2.6721723,2.7626996,0.75570136,0,119,15,0.60342538,1,0,1859.375,1859.375,1859.375
36,0.22040904,0.13555028,-0.083918475,-0.4814727,-0.80005777,0.34792137,4.4997039,3.0578246,0.25370035,29.997967,6.6118226,4.0662327,28.97436,60.096153,26.185898,13.25273,2.5588295,1.0212699,6.0455461,0,78,15,0.0061108866,1,1,1218.75,1218.75,1218.75
37,0.72000867,0.4932647,0.9615106,-0.014055254,0.26371074,0.075871915,6.2768383,0.63849944,2.5097215,7.6658406,5.5194716,3.7812886,39.493244,37.736488,48.547298,10.335728,3.6707842,1.5498621,3.4958093,0,37,10,0.47772759,1,0,578.125,578.125,578.125
38,0.98850858,0.58597273,0.88259232,-0.35868815,-0.29180062,0.085006095,0.92952061,1.7467315,2.2822187,8.7766151,8.6757603,5.1428576,28.111702,63.61702,65.718086,14.10316,4.0429044,2.5239618,4.8149323,0,94,10,0.57557422,1,1,1468.75,1468.75,1468.75
39,0.91119111,0.81007677,0.10895317,0.3119137,-0.6385293,0.69506788,3.546973,2.5112419,2.7373471,8.0282612,7.3152804,6.5035081,24.777779,14.222222,43.305557,13.900208,1.9132471,1.3660388,2.413161,0,90,14,0.52464914,1,0,1406.25,1406.25,1406.25
40,0.78689599,0.53886175,-0.60213017,-0.011962839,-0.71149123,0.36204481,1.7562519,2.2854002,1.2201043,9.3360481,7.3464985,5.0308394,44.399349,23.717533,33.425323,13.19585,0.60101998,1.8356069,5.6136594,0,77,17,0.39966014,1,0,1203.125,1203.125,1203.125
41,0.84726954,0.78247243,-0.80067652,0.35954863,-0.45255399,0.1575969,0.6564393,0.98748738,0.45899013,7.9457502,6.732192,6.2173305,40.723682,45.394737,44.407894,13.138476,4.5113864,1.7404648,1.1769794,0,76,18,0.45003727,1,0,1187.5,1187.5,1187.5
42,0.17927499,0.15478942,-0.39910877,0.40884808,-0.81622827,0.085597374,4.751122,1.3814881,3.1151276,32.693516,5.8611293,5.0606103,10.355263,13.197369,13.539474,14.152995,0.66885698,1.2163076,2.2637606,0,95,12,0.0065169688,1,1,1484.375,1484.375,1484.375
43,0.77976125,0.43890411,-0.43910408,0.87014079,-0.21072388,0.075087108,5.8731375,0.25897938,1.8454425,8.9080648,6.9461637,3.9097862,64.861115,42.638889,13.009259,11.72389,0.125047,2.6903703,2.3319411,0,54,9,0.40014672,1,1,843.75,843.75,843.75
44,0.15063468,0.08147762,0.41985965,0.37764496,-0.81876141,0.1035947,1.5544235,1.6328962,3.1042325,35.924412,5.4114623,2.9270353,55.25,18.15909,23.84091,11.795817,5.3190455,1.2001646,3.8540175,0,55,12,0.0060926015,1,1,859.375,859.375,859.375
45,0.52057797,0.11725071,-0.83407778,0.36054352,-0.3016088,0.2887122,3.4500947,3.1011701,6.1146035,31.702572,16.50366,3.7171493,23.491379,63.275864,65.840515,15.127244,0.39923248,2.280165,1.2152504,0,116,12,0.00054515275,1,1,1812.5,1812.5,1812.5
46,0.82799298,0.48483065,0.85610217,0.34150708,-0.35656872,0.1527112,3.558428,1.955493,3.84466,5.4993205,4.5533991,2.6662393,3.2142856,37.67857,3.2142856,7.4756651,4.6873093,2.3449008,3.9281778,0,14,4,0.29280537,1,1,218.75,218.75,218.75
47,0.67493033,0.52926588,0.23828022,-0.41635293,0.061611462,0.87525815,4.3630981,1.3234671,0.14118953,11.227002,7.5774446,5.9420695,43.398762,19.514463,10.692149,15.341539,4.7669425,0.83135003,5.4894457,0,121,16,0.56749588,1,0,1890.625,1890.625,1890.625
